Frame;CaptureTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForwardX;CombinedGazeForwardY;CombinedGazeForwardZ;CombinedGazeOriginX;CombinedGazeOriginY;CombinedGazeOriginZ;HitPointX;HitPointY;HitPointZ;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
2074053;1001005285624951809;(-0.13, 1.30, -0.22);(0.06967, -0.06981, 0.02698, 0.99476);VALID;0.01973026;0.1246123;0.9920093;-0.2220389;0.902113;-9.427498;-0.2102008;0.9768804;-8.832293;65.500;VALID;(0.028, 0.117, 0.993);(-0.034, 0.000, 0.000);0.359;4.556;4.556;VALID;(-0.060, 0.208, 0.976);(0.034, 0.000, 0.000);0.374;4.523;12.103;0.3626148;0
2074054;1001005285629952782;(-0.13, 1.30, -0.22);(0.06935, -0.06996, 0.02653, 0.99478);VALID;0.01924581;0.1236746;0.9921362;-0.2220389;0.902113;-9.427498;-0.2104914;0.9763177;-8.832216;65.500;VALID;(0.028, 0.115, 0.993);(-0.034, 0.000, 0.000);0.360;4.562;4.562;VALID;(-0.060, 0.208, 0.976);(0.034, 0.000, 0.000);0.374;4.523;12.103;0.3567935;0
2074056;1001005285639955123;(-0.13, 1.30, -0.22);(0.06937, -0.07028, 0.02624, 0.99477);VALID;0.0192857;0.1241636;0.9920743;-0.2220389;0.902113;-9.427498;-0.2104675;0.9766111;-8.832253;65.500;VALID;(0.028, 0.116, 0.993);(-0.034, 0.000, 0.000);0.361;4.579;4.579;VALID;(-0.061, 0.208, 0.976);(0.034, 0.000, 0.000);0.374;4.521;12.103;0.3591791;0
2074058;1001005285649961249;(-0.13, 1.30, -0.22);(0.06912, -0.07031, 0.02597, 0.99479);VALID;0.02145948;0.1275176;0.9916041;-0.2220389;0.902113;-9.427498;-0.2091632;0.9786235;-8.832536;65.500;VALID;(0.029, 0.120, 0.992);(-0.034, 0.000, 0.000);0.363;4.599;4.599;VALID;(-0.062, 0.207, 0.976);(0.034, 0.000, 0.000);0.374;4.522;12.103;0.3827277;0
2074061;1001005285664964704;(-0.13, 1.30, -0.22);(0.06857, -0.07045, 0.02570, 0.99482);VALID;0.02201663;0.133508;0.9908031;-0.2220389;0.902113;-9.427498;-0.2088289;0.9822178;-8.833016;65.500;VALID;(0.031, 0.125, 0.992);(-0.034, 0.000, 0.000);0.364;4.621;4.621;VALID;(-0.064, 0.207, 0.976);(0.034, 0.000, 0.000);0.374;4.528;12.103;0.4014098;0
2074063;1001005285674966366;(-0.13, 1.30, -0.22);(0.06818, -0.07049, 0.02541, 0.99486);VALID;0.02198628;0.1362153;0.9904352;-0.2220389;0.902113;-9.427498;-0.2088472;0.9838421;-8.833237;65.500;VALID;(0.031, 0.127, 0.991);(-0.034, 0.000, 0.000);0.366;4.639;4.639;VALID;(-0.065, 0.207, 0.976);(0.034, 0.000, 0.000);0.374;4.531;12.103;0.4112778;0
2074065;1001005285684967909;(-0.13, 1.30, -0.22);(0.06789, -0.07066, 0.02531, 0.99487);VALID;0.02207075;0.1377307;0.9902238;-0.2220389;0.902113;-9.427498;-0.2087965;0.9847513;-8.833364;65.500;VALID;(0.031, 0.129, 0.991);(-0.034, 0.000, 0.000);0.367;4.659;4.659;VALID;(-0.065, 0.207, 0.976);(0.034, 0.000, 0.000);0.374;4.531;12.103;0.4172086;0
2074068;1001005285699973629;(-0.13, 1.30, -0.22);(0.06735, -0.07048, 0.02523, 0.99492);VALID;0.02231917;0.1383756;0.9901283;-0.2220389;0.902113;-9.427498;-0.2086474;0.9851383;-8.833421;65.500;VALID;(0.031, 0.130, 0.991);(-0.034, 0.000, 0.000);0.369;4.680;4.680;VALID;(-0.066, 0.206, 0.976);(0.034, 0.000, 0.000);0.374;4.529;12.103;0.4262933;0
2074070;1001005285709982016;(-0.13, 1.30, -0.22);(0.06676, -0.07036, 0.02500, 0.99497);VALID;0.02236093;0.1384487;0.9901171;-0.2220389;0.902113;-9.427498;-0.2086224;0.9851822;-8.833427;65.500;VALID;(0.031, 0.131, 0.991);(-0.034, 0.000, 0.000);0.370;4.685;4.685;VALID;(-0.067, 0.205, 0.976);(0.034, 0.000, 0.000);0.374;4.529;12.103;0.4321065;0
2074072;1001005285719986918;(-0.13, 1.30, -0.22);(0.06650, -0.07035, 0.02498, 0.99499);VALID;0.02241968;0.1389187;0.99005;-0.2220389;0.902113;-9.427498;-0.2085871;0.9854642;-8.833467;65.500;VALID;(0.031, 0.131, 0.991);(-0.034, 0.000, 0.000);0.370;4.693;4.693;VALID;(-0.068, 0.205, 0.977);(0.034, 0.000, 0.000);0.375;4.544;12.103;0.4351679;0.2781327
2074074;1001005285729988769;(-0.13, 1.30, -0.22);(0.06636, -0.07026, 0.02511, 0.99500);VALID;0.02205364;0.1397883;0.9899358;-0.2220389;0.902113;-9.427498;-0.2088067;0.985986;-8.833536;65.500;VALID;(0.031, 0.132, 0.991);(-0.034, 0.000, 0.000);0.371;4.702;4.702;VALID;(-0.068, 0.204, 0.977);(0.034, 0.000, 0.000);0.377;4.559;12.103;0.4367391;0.3995111
2074076;1001005285739991200;(-0.13, 1.30, -0.22);(0.06589, -0.07001, 0.02508, 0.99505);VALID;0.02255292;0.1388962;0.9900501;-0.2220389;0.902113;-9.427498;-0.2085072;0.9854507;-8.833467;65.500;VALID;(0.031, 0.131, 0.991);(-0.034, 0.000, 0.000);0.372;4.712;4.712;VALID;(-0.068, 0.204, 0.977);(0.034, 0.000, 0.000);0.377;4.567;12.103;0.438157;0.5554411
2074079;1001005285754995227;(-0.13, 1.30, -0.22);(0.06568, -0.06979, 0.02509, 0.99508);VALID;0.02308274;0.1386969;0.9900658;-0.2220389;0.902113;-9.427498;-0.2081893;0.9853311;-8.833458;65.500;VALID;(0.031, 0.131, 0.991);(-0.034, 0.000, 0.000);0.373;4.730;4.730;VALID;(-0.069, 0.203, 0.977);(0.034, 0.000, 0.000);0.378;4.576;12.103;0.4388507;0.5965148
2074081;1001005285764997336;(-0.13, 1.30, -0.22);(0.06576, -0.06973, 0.02524, 0.99508);VALID;0.0237548;0.138138;0.990128;-0.2220389;0.902113;-9.427498;-0.207786;0.9849958;-8.833421;65.500;VALID;(0.032, 0.131, 0.991);(-0.034, 0.000, 0.000);0.373;4.733;4.733;VALID;(-0.069, 0.203, 0.977);(0.034, 0.000, 0.000);0.379;4.581;12.103;0.4371828;0.6216684
2074083;1001005285774998944;(-0.13, 1.30, -0.22);(0.06565, -0.06952, 0.02536, 0.99509);VALID;0.02388883;0.1376529;0.9901924;-0.2220389;0.902113;-9.427498;-0.2077056;0.9847047;-8.833383;65.500;VALID;(0.032, 0.130, 0.991);(-0.034, 0.000, 0.000);0.374;4.737;4.737;VALID;(-0.069, 0.202, 0.977);(0.034, 0.000, 0.000);0.379;4.588;12.103;0.4367713;0.6068969
2074085;1001005285785000462;(-0.13, 1.30, -0.22);(0.06535, -0.06921, 0.02557, 0.99513);VALID;0.02347182;0.1372175;0.9902628;-0.2220389;0.902113;-9.427498;-0.2079558;0.9844434;-8.83334;65.500;VALID;(0.032, 0.129, 0.991);(-0.034, 0.000, 0.000);0.374;4.738;4.738;VALID;(-0.069, 0.202, 0.977);(0.034, 0.000, 0.000);0.380;4.596;12.103;0.4369113;0.5917034
2074087;1001005285795005430;(-0.13, 1.30, -0.22);(0.06530, -0.06908, 0.02574, 0.99514);VALID;0.02341967;0.1368711;0.990312;-0.2220389;0.902113;-9.427498;-0.2079871;0.9842356;-8.833311;65.500;VALID;(0.032, 0.129, 0.991);(-0.034, 0.000, 0.000);0.376;4.765;4.765;VALID;(-0.069, 0.201, 0.977);(0.034, 0.000, 0.000);0.380;4.601;12.103;0.4368306;0.4940879
2074090;1001005285810017976;(-0.13, 1.30, -0.22);(0.06539, -0.06888, 0.02600, 0.99514);VALID;0.02297545;0.1367097;0.9903447;-0.2220389;0.902113;-9.427498;-0.2082537;0.9841388;-8.833291;65.500;VALID;(0.032, 0.128, 0.991);(-0.034, 0.000, 0.000);0.379;4.804;4.804;VALID;(-0.068, 0.200, 0.977);(0.034, 0.000, 0.000);0.381;4.609;12.103;0.4399701;0.3868935
2074092;1001005285820022912;(-0.13, 1.30, -0.22);(0.06528, -0.06869, 0.02615, 0.99516);VALID;0.02286858;0.1365704;0.9903664;-0.2220389;0.902113;-9.427498;-0.2083178;0.9840552;-8.833278;65.500;VALID;(0.032, 0.128, 0.991);(-0.034, 0.000, 0.000);0.380;4.815;4.815;VALID;(-0.068, 0.199, 0.978);(0.034, 0.000, 0.000);0.381;4.617;12.103;0.4422736;0.4593152
2074094;1001005285830024877;(-0.13, 1.30, -0.22);(0.06508, -0.06841, 0.02631, 0.99518);VALID;0.02300328;0.1361225;0.9904249;-0.2220389;0.902113;-9.427498;-0.2082369;0.9837865;-8.833242;65.500;VALID;(0.032, 0.128, 0.991);(-0.034, 0.000, 0.000);0.381;4.828;4.828;VALID;(-0.068, 0.198, 0.978);(0.034, 0.000, 0.000);0.382;4.625;12.103;0.4453171;0.5207631
2074096;1001005285840027360;(-0.13, 1.30, -0.22);(0.06521, -0.06827, 0.02649, 0.99518);VALID;0.02298776;0.1357971;0.9904699;-0.2220389;0.902113;-9.427498;-0.2082463;0.9835913;-8.833216;65.500;VALID;(0.032, 0.128, 0.991);(-0.034, 0.000, 0.000);0.382;4.843;4.843;VALID;(-0.069, 0.198, 0.978);(0.034, 0.000, 0.000);0.383;4.635;12.103;0.4475018;0.5593083
2074099;1001005285855031303;(-0.13, 1.30, -0.22);(0.06522, -0.06811, 0.02651, 0.99519);VALID;0.02269784;0.135425;0.9905276;-0.2220389;0.902113;-9.427498;-0.2084202;0.983368;-8.833181;65.500;VALID;(0.031, 0.127, 0.991);(-0.034, 0.000, 0.000);0.383;4.858;4.858;VALID;(-0.069, 0.197, 0.978);(0.034, 0.000, 0.000);0.384;4.653;12.103;0.4492049;0.6088558
2074101;1001005285865033276;(-0.13, 1.30, -0.22);(0.06497, -0.06783, 0.02658, 0.99522);VALID;0.02243159;0.1352604;0.9905561;-0.2220389;0.902113;-9.427498;-0.20858;0.9832692;-8.833164;65.500;VALID;(0.031, 0.127, 0.991);(-0.034, 0.000, 0.000);0.385;4.877;4.877;VALID;(-0.069, 0.197, 0.978);(0.034, 0.000, 0.000);0.385;4.665;12.103;0.4485783;0.6482964
2074103;1001005285875034697;(-0.13, 1.30, -0.22);(0.06492, -0.06770, 0.02670, 0.99523);VALID;0.0222137;0.1351722;0.9905731;-0.2220389;0.902113;-9.427498;-0.2087107;0.9832163;-8.833154;65.500;VALID;(0.031, 0.127, 0.991);(-0.034, 0.000, 0.000);0.385;4.887;4.887;VALID;(-0.069, 0.196, 0.978);(0.034, 0.000, 0.000);0.386;4.676;12.103;0.4495524;0.5897053
2074105;1001005285885036050;(-0.13, 1.30, -0.22);(0.06500, -0.06765, 0.02668, 0.99523);VALID;0.02362558;0.1344592;0.9906375;-0.2220389;0.902113;-9.427498;-0.2078636;0.9827884;-8.833116;65.500;VALID;(0.033, 0.126, 0.991);(-0.034, 0.000, 0.000);0.390;4.943;4.943;VALID;(-0.068, 0.196, 0.978);(0.034, 0.000, 0.000);0.389;4.710;12.103;0.4473943;0.2090443
2074108;1001005285900048406;(-0.13, 1.30, -0.22);(0.06475, -0.06757, 0.02671, 0.99525);VALID;0.03747635;0.1311189;0.990658;-0.2220389;0.902113;-9.427498;-0.1995531;0.9807843;-8.833103;65.500;VALID;(0.048, 0.122, 0.991);(-0.034, 0.000, 0.000);0.390;4.944;4.944;VALID;(-0.057, 0.191, 0.980);(0.034, 0.000, 0.000);0.391;4.735;12.103;0.4443117;0
2074110;1001005285910056569;(-0.13, 1.30, -0.22);(0.06442, -0.06742, 0.02661, 0.99529);VALID;0.04819797;0.1281769;0.9905794;-0.2220389;0.902113;-9.427498;-0.1931202;0.9790191;-8.83315;65.500;VALID;(0.059, 0.119, 0.991);(-0.034, 0.000, 0.000);0.390;4.941;4.941;VALID;(-0.050, 0.189, 0.981);(0.034, 0.000, 0.000);0.392;4.741;12.103;0.4362379;0
2074113;1001005285925058931;(-0.13, 1.30, -0.22);(0.06435, -0.06741, 0.02660, 0.99529);VALID;0.05682259;0.1249546;0.9905339;-0.2220389;0.902113;-9.427498;-0.1879454;0.9770857;-8.833178;65.500;VALID;(0.067, 0.115, 0.991);(-0.034, 0.000, 0.000);0.390;4.941;4.941;VALID;(-0.042, 0.186, 0.982);(0.034, 0.000, 0.000);0.394;4.770;12.103;0.4329062;0
2074114;1001005285930059982;(-0.13, 1.30, -0.22);(0.06416, -0.06742, 0.02650, 0.99531);VALID;0.05816434;0.1240131;0.9905744;-0.2220389;0.902113;-9.427498;-0.1871403;0.9765208;-8.833153;65.500;VALID;(0.069, 0.114, 0.991);(-0.034, 0.000, 0.000);0.390;4.941;4.941;VALID;(-0.040, 0.185, 0.982);(0.034, 0.000, 0.000);0.394;4.772;12.103;0.4343343;0
2074116;1001005285940062478;(-0.13, 1.30, -0.22);(0.06379, -0.06731, 0.02643, 0.99534);VALID;0.0602903;0.1230269;0.9905702;-0.2220389;0.902113;-9.427498;-0.1858647;0.9759291;-8.833156;65.500;VALID;(0.071, 0.113, 0.991);(-0.034, 0.000, 0.000);0.390;4.944;4.944;VALID;(-0.037, 0.184, 0.982);(0.034, 0.000, 0.000);0.395;4.775;12.103;0.4370108;0
2074119;1001005285955066217;(-0.13, 1.30, -0.22);(0.06366, -0.06739, 0.02637, 0.99534);VALID;0.06198397;0.1219397;0.9906002;-0.2220389;0.902113;-9.427498;-0.1848485;0.9752768;-8.833138;65.500;VALID;(0.073, 0.112, 0.991);(-0.034, 0.000, 0.000);0.390;4.948;4.948;VALID;(-0.034, 0.182, 0.983);(0.034, 0.000, 0.000);0.395;4.774;12.103;0.4421165;0
2074121;1001005285965068011;(-0.13, 1.30, -0.22);(0.06350, -0.06747, 0.02621, 0.99535);VALID;0.06238965;0.1217474;0.9905984;-0.2220389;0.902113;-9.427498;-0.1846051;0.9751614;-8.833138;65.500;VALID;(0.073, 0.112, 0.991);(-0.034, 0.000, 0.000);0.390;4.949;4.949;VALID;(-0.032, 0.180, 0.983);(0.034, 0.000, 0.000);0.394;4.773;12.103;0.4479603;0
2074123;1001005285975069308;(-0.13, 1.30, -0.22);(0.06334, -0.06747, 0.02609, 0.99537);VALID;0.06219498;0.1208581;0.9907195;-0.2220389;0.902113;-9.427498;-0.1847219;0.9746278;-8.833066;65.500;VALID;(0.073, 0.111, 0.991);(-0.034, 0.000, 0.000);0.390;4.949;4.949;VALID;(-0.031, 0.179, 0.983);(0.034, 0.000, 0.000);0.394;4.773;12.103;0.4494543;0
2074125;1001005285985070515;(-0.13, 1.30, -0.22);(0.06284, -0.06745, 0.02617, 0.99540);VALID;0.06178612;0.1194694;0.9909135;-0.2220389;0.902113;-9.427498;-0.1849672;0.9737946;-8.83295;65.500;VALID;(0.073, 0.109, 0.991);(-0.034, 0.000, 0.000);0.390;4.950;4.950;VALID;(-0.030, 0.179, 0.983);(0.034, 0.000, 0.000);0.396;4.794;12.103;0.4450838;0
2074127;1001005285995078621;(-0.13, 1.30, -0.22);(0.06274, -0.06751, 0.02612, 0.99540);VALID;0.06184739;0.1196676;0.9908857;-0.2220389;0.902113;-9.427498;-0.1849305;0.9739136;-8.832967;65.500;VALID;(0.073, 0.109, 0.991);(-0.034, 0.000, 0.000);0.391;4.957;4.957;VALID;(-0.030, 0.180, 0.983);(0.034, 0.000, 0.000);0.399;4.824;12.103;0.4403618;0.1985511
2074130;1001005286010090674;(-0.13, 1.30, -0.22);(0.06254, -0.06759, 0.02617, 0.99541);VALID;0.06257138;0.1188837;0.9909347;-0.2220389;0.902113;-9.427498;-0.1844961;0.9734432;-8.832937;65.500;VALID;(0.073, 0.109, 0.991);(-0.034, 0.000, 0.000);0.392;4.970;4.970;VALID;(-0.030, 0.181, 0.983);(0.034, 0.000, 0.000);0.399;4.827;12.103;0.435067;0.3263008
2074132;1001005286020092081;(-0.13, 1.30, -0.22);(0.06211, -0.06759, 0.02615, 0.99543);VALID;0.06276884;0.1182974;0.9909923;-0.2220389;0.902113;-9.427498;-0.1843776;0.9730914;-8.832903;65.500;VALID;(0.073, 0.108, 0.991);(-0.034, 0.000, 0.000);0.393;4.978;4.978;VALID;(-0.030, 0.181, 0.983);(0.034, 0.000, 0.000);0.399;4.827;12.103;0.4333628;0.4921398
2074134;1001005286030094019;(-0.13, 1.30, -0.22);(0.06184, -0.06759, 0.02622, 0.99545);VALID;0.06286841;0.1178026;0.9910449;-0.2220389;0.902113;-9.427498;-0.1843179;0.9727945;-8.83287;65.500;VALID;(0.073, 0.108, 0.991);(-0.034, 0.000, 0.000);0.393;4.985;4.985;VALID;(-0.030, 0.181, 0.983);(0.034, 0.000, 0.000);0.399;4.829;12.103;0.4322414;0.4601835
2074136;1001005286040096486;(-0.13, 1.30, -0.22);(0.06169, -0.06770, 0.02631, 0.99545);VALID;0.06307239;0.1171104;0.991114;-0.2220389;0.902113;-9.427498;-0.1841955;0.9723792;-8.832829;65.500;VALID;(0.073, 0.108, 0.992);(-0.034, 0.000, 0.000);0.394;4.990;4.990;VALID;(-0.030, 0.181, 0.983);(0.034, 0.000, 0.000);0.399;4.834;12.103;0.4303122;0.5320747
2074139;1001005286055099948;(-0.13, 1.30, -0.22);(0.06142, -0.06770, 0.02630, 0.99547);VALID;0.06295727;0.1159501;0.9912578;-0.2220389;0.902113;-9.427498;-0.1842646;0.971683;-8.832743;65.500;VALID;(0.073, 0.107, 0.992);(-0.034, 0.000, 0.000);0.394;5.001;5.001;VALID;(-0.030, 0.181, 0.983);(0.034, 0.000, 0.000);0.400;4.844;12.103;0.4271917;0.6769217
2074141;1001005286065101561;(-0.13, 1.30, -0.22);(0.06113, -0.06772, 0.02642, 0.99548);VALID;0.06277091;0.1147445;0.9914098;-0.2220389;0.902113;-9.427498;-0.1843764;0.9709597;-8.832652;65.500;VALID;(0.073, 0.105, 0.992);(-0.034, 0.000, 0.000);0.395;5.005;5.005;VALID;(-0.029, 0.181, 0.983);(0.034, 0.000, 0.000);0.401;4.848;12.103;0.4232921;0.6710449
2074143;1001005286075102708;(-0.13, 1.30, -0.22);(0.06094, -0.06784, 0.02653, 0.99548);VALID;0.06325609;0.1138817;0.9914785;-0.2220389;0.902113;-9.427498;-0.1840853;0.970442;-8.832611;65.500;VALID;(0.073, 0.105, 0.992);(-0.034, 0.000, 0.000);0.396;5.023;5.023;VALID;(-0.028, 0.182, 0.983);(0.034, 0.000, 0.000);0.401;4.850;12.103;0.4215523;0.522592
2074145;1001005286085107258;(-0.13, 1.30, -0.22);(0.06102, -0.06794, 0.02672, 0.99546);VALID;0.06249961;0.1115457;0.991792;-0.2220389;0.902113;-9.427498;-0.1845392;0.9690404;-8.832422;65.500;VALID;(0.072, 0.102, 0.992);(-0.034, 0.000, 0.000);0.398;5.050;5.050;VALID;(-0.028, 0.181, 0.983);(0.034, 0.000, 0.000);0.401;4.852;12.103;0.4153039;0.4307359
2074147;1001005286095115226;(-0.13, 1.30, -0.22);(0.06092, -0.06792, 0.02691, 0.99547);VALID;0.06225159;0.1097774;0.9920049;-0.2220389;0.902113;-9.427498;-0.184688;0.9679794;-8.832294;65.500;VALID;(0.072, 0.101, 0.992);(-0.034, 0.000, 0.000);0.399;5.064;5.064;VALID;(-0.028, 0.180, 0.983);(0.034, 0.000, 0.000);0.401;4.856;12.103;0.4128914;0.3673369
2074150;1001005286110123667;(-0.13, 1.30, -0.22);(0.06077, -0.06793, 0.02703, 0.99547);VALID;0.06139329;0.1074341;0.9923149;-0.2220389;0.902113;-9.427498;-0.1852029;0.9665734;-8.832108;65.500;VALID;(0.071, 0.099, 0.993);(-0.034, 0.000, 0.000);0.400;5.073;5.073;VALID;(-0.029, 0.177, 0.984);(0.034, 0.000, 0.000);0.402;4.871;12.103;0.4148936;0.3632664
2074152;1001005286120125126;(-0.13, 1.30, -0.22);(0.06092, -0.06810, 0.02702, 0.99545);VALID;0.06055087;0.1058752;0.9925342;-0.2220389;0.902113;-9.427498;-0.1857084;0.965638;-8.831978;65.500;VALID;(0.070, 0.097, 0.993);(-0.034, 0.000, 0.000);0.400;5.076;5.076;VALID;(-0.029, 0.176, 0.984);(0.034, 0.000, 0.000);0.403;4.881;12.103;0.4169548;0.3615578
2074154;1001005286130127112;(-0.13, 1.30, -0.22);(0.06105, -0.06809, 0.02701, 0.99544);VALID;0.05991432;0.1043708;0.9927321;-0.2220389;0.902113;-9.427498;-0.1860903;0.9647354;-8.831859;65.500;VALID;(0.069, 0.096, 0.993);(-0.034, 0.000, 0.000);0.401;5.080;5.080;VALID;(-0.030, 0.175, 0.984);(0.034, 0.000, 0.000);0.404;4.892;12.103;0.4160072;0.3290793
2074156;1001005286140129599;(-0.13, 1.30, -0.22);(0.06089, -0.06803, 0.02687, 0.99546);VALID;0.05926761;0.102958;0.9929184;-0.2220389;0.902113;-9.427498;-0.1864784;0.9638878;-8.831747;65.500;VALID;(0.068, 0.095, 0.993);(-0.034, 0.000, 0.000);0.401;5.084;5.084;VALID;(-0.030, 0.173, 0.984);(0.034, 0.000, 0.000);0.405;4.902;12.103;0.418083;0.3151676
2074159;1001005286155132974;(-0.13, 1.30, -0.22);(0.06088, -0.06801, 0.02673, 0.99547);VALID;0.05794595;0.1004829;0.99325;-0.2220389;0.902113;-9.427498;-0.1872714;0.9624027;-8.831548;65.500;VALID;(0.066, 0.092, 0.994);(-0.034, 0.000, 0.000);0.401;5.086;5.086;VALID;(-0.032, 0.170, 0.985);(0.034, 0.000, 0.000);0.406;4.908;12.103;0.4206809;0.1547445
2074161;1001005286165134527;(-0.13, 1.30, -0.22);(0.06124, -0.06796, 0.02683, 0.99544);VALID;0.05748094;0.0996194;0.9933639;-0.2220389;0.902113;-9.427498;-0.1875504;0.9618846;-8.831479;65.500;VALID;(0.066, 0.092, 0.994);(-0.034, 0.000, 0.000);0.401;5.089;5.089;VALID;(-0.033, 0.169, 0.985);(0.034, 0.000, 0.000);0.406;4.910;12.103;0.4212973;0.1894652
2074163;1001005286175135611;(-0.13, 1.30, -0.22);(0.06135, -0.06790, 0.02687, 0.99544);VALID;0.05671163;0.09872365;0.9934976;-0.2220389;0.902113;-9.427498;-0.1880119;0.9613472;-8.831399;65.500;VALID;(0.065, 0.090, 0.994);(-0.034, 0.000, 0.000);0.402;5.093;5.093;VALID;(-0.033, 0.168, 0.985);(0.034, 0.000, 0.000);0.406;4.911;12.103;0.4218913;0.3856851
2074165;1001005286185143542;(-0.13, 1.30, -0.22);(0.06141, -0.06784, 0.02694, 0.99544);VALID;0.05669693;0.09758727;0.9936107;-0.2220389;0.902113;-9.427498;-0.1880208;0.9606653;-8.831331;65.500;VALID;(0.065, 0.089, 0.994);(-0.034, 0.000, 0.000);0.402;5.094;5.094;VALID;(-0.034, 0.167, 0.985);(0.034, 0.000, 0.000);0.406;4.911;12.103;0.4188141;0.4805246
2074168;1001005286200155333;(-0.13, 1.30, -0.22);(0.06150, -0.06790, 0.02719, 0.99542);VALID;0.05679777;0.09637895;0.9937229;-0.2220389;0.902113;-9.427498;-0.1879603;0.9599403;-8.831264;65.500;VALID;(0.065, 0.088, 0.994);(-0.034, 0.000, 0.000);0.402;5.093;5.093;VALID;(-0.035, 0.166, 0.986);(0.034, 0.000, 0.000);0.406;4.917;12.103;0.4180128;0.4360741
2074170;1001005286210159801;(-0.13, 1.30, -0.22);(0.06172, -0.06796, 0.02775, 0.99539);VALID;0.0566811;0.09537938;0.993826;-0.2220389;0.902113;-9.427498;-0.1880303;0.9593406;-8.831203;65.500;VALID;(0.065, 0.087, 0.994);(-0.034, 0.000, 0.000);0.402;5.094;5.094;VALID;(-0.036, 0.166, 0.985);(0.034, 0.000, 0.000);0.407;4.923;12.103;0.411652;0.3139335
2074172;1001005286220161329;(-0.13, 1.30, -0.22);(0.06141, -0.06784, 0.02832, 0.99540);VALID;0.05644658;0.0952815;0.9938487;-0.2220389;0.902113;-9.427498;-0.188171;0.9592819;-8.831188;65.500;VALID;(0.065, 0.087, 0.994);(-0.034, 0.000, 0.000);0.402;5.098;5.098;VALID;(-0.037, 0.166, 0.985);(0.034, 0.000, 0.000);0.407;4.927;12.103;0.4095382;0.3169509
2074174;1001005286230163388;(-0.13, 1.30, -0.22);(0.06118, -0.06776, 0.02876, 0.99541);VALID;0.05560113;0.09151326;0.9942504;-0.2220389;0.902113;-9.427498;-0.1886782;0.9570209;-8.830948;65.500;VALID;(0.065, 0.083, 0.994);(-0.034, 0.000, 0.000);0.402;5.099;5.099;VALID;(-0.037, 0.166, 0.985);(0.034, 0.000, 0.000);0.408;4.933;12.103;0.3964519;0.160935
2074176;1001005286240165864;(-0.13, 1.30, -0.22);(0.06106, -0.06772, 0.02909, 0.99541);VALID;0.05478391;0.08823882;0.9945917;-0.2220389;0.902113;-9.427498;-0.1891686;0.9550563;-8.830743;65.500;VALID;(0.064, 0.079, 0.995);(-0.034, 0.000, 0.000);0.402;5.101;5.101;VALID;(-0.038, 0.165, 0.986);(0.034, 0.000, 0.000);0.408;4.940;12.103;0.386385;0.2698165
2074179;1001005286255169018;(-0.13, 1.30, -0.22);(0.06088, -0.06737, 0.02929, 0.99544);VALID;0.05346742;0.08655378;0.9948114;-0.2220389;0.902113;-9.427498;-0.1899585;0.9540452;-8.830611;65.500;VALID;(0.063, 0.077, 0.995);(-0.034, 0.000, 0.000);0.403;5.113;5.113;VALID;(-0.038, 0.163, 0.986);(0.034, 0.000, 0.000);0.408;4.941;12.103;0.384985;0.2807236
2074181;1001005286265173900;(-0.13, 1.30, -0.22);(0.06033, -0.06668, 0.02921, 0.99552);VALID;0.05295013;0.08551535;0.9949288;-0.2220389;0.902113;-9.427498;-0.1902688;0.9534222;-8.830541;65.500;VALID;(0.062, 0.076, 0.995);(-0.034, 0.000, 0.000);0.404;5.117;5.117;VALID;(-0.038, 0.163, 0.986);(0.034, 0.000, 0.000);0.409;4.955;12.103;0.3811113;0.06311467
2074183;1001005286275178327;(-0.13, 1.30, -0.22);(0.06017, -0.06613, 0.02922, 0.99557);VALID;0.0522506;0.08526408;0.9949874;-0.2220389;0.902113;-9.427498;-0.1906886;0.9532714;-8.830505;65.500;VALID;(0.062, 0.076, 0.995);(-0.034, 0.000, 0.000);0.404;5.121;5.121;VALID;(-0.038, 0.163, 0.986);(0.034, 0.000, 0.000);0.410;4.959;12.103;0.3818183;0
2074185;1001005286285186120;(-0.13, 1.30, -0.22);(0.06012, -0.06550, 0.02912, 0.99561);VALID;0.0519249;0.0854599;0.9949877;-0.2220389;0.902113;-9.427498;-0.190884;0.9533889;-8.830505;65.500;VALID;(0.061, 0.076, 0.995);(-0.034, 0.000, 0.000);0.404;5.124;5.124;VALID;(-0.038, 0.162, 0.986);(0.034, 0.000, 0.000);0.410;4.960;12.103;0.3857938;0
2074187;1001005286295193860;(-0.13, 1.30, -0.22);(0.06003, -0.06451, 0.02901, 0.99569);VALID;0.05159273;0.08470182;0.9950697;-0.2220389;0.902113;-9.427498;-0.1910833;0.952934;-8.830456;65.500;VALID;(0.061, 0.076, 0.995);(-0.034, 0.000, 0.000);0.405;5.128;5.128;VALID;(-0.039, 0.162, 0.986);(0.034, 0.000, 0.000);0.410;4.966;12.103;0.3837277;0
