Frame;CaptureTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForwardX;CombinedGazeForwardY;CombinedGazeForwardZ;CombinedGazeOriginX;CombinedGazeOriginY;CombinedGazeOriginZ;HitPointX;HitPointY;HitPointZ;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
2077126;1001005300995555512;(-0.11, 1.30, -0.24);(-0.00883, 0.04016, 0.06152, 0.99726);VALID;-0.03013071;0.04095477;0.9987066;-0.2220389;0.902113;-9.427498;-0.2401174;0.9266858;-8.828274;65.500;VALID;(-0.025, 0.036, 0.999);(-0.034, 0.000, 0.000);0.406;5.145;5.145;VALID;(-0.115, 0.115, 0.987);(0.034, 0.000, 0.000);0.399;4.826;12.103;0.4180437;0
2077128;1001005301005555681;(-0.11, 1.30, -0.24);(-0.00899, 0.04019, 0.06153, 0.99726);VALID;-0.03010835;0.04007156;0.9987431;-0.2220389;0.902113;-9.427498;-0.2401039;0.9261559;-8.828252;65.500;VALID;(-0.025, 0.035, 0.999);(-0.034, 0.000, 0.000);0.401;5.089;5.089;VALID;(-0.115, 0.115, 0.987);(0.034, 0.000, 0.000);0.400;4.841;12.103;0.4138923;0
2077130;1001005301015556040;(-0.11, 1.30, -0.24);(-0.00886, 0.04023, 0.06146, 0.99726);VALID;-0.03026507;0.0390081;0.9987804;-0.2220389;0.902113;-9.427498;-0.240198;0.9255178;-8.82823;65.500;VALID;(-0.025, 0.034, 0.999);(-0.034, 0.000, 0.000);0.399;5.056;5.056;VALID;(-0.115, 0.115, 0.987);(0.034, 0.000, 0.000);0.401;4.854;12.103;0.4087624;0
2077133;1001005301030566347;(-0.11, 1.30, -0.24);(-0.00880, 0.04024, 0.06143, 0.99726);VALID;-0.03027362;0.03734418;0.9988438;-0.2220389;0.902113;-9.427498;-0.2402031;0.9245195;-8.828192;65.500;VALID;(-0.025, 0.031, 0.999);(-0.034, 0.000, 0.000);0.398;5.040;5.040;VALID;(-0.114, 0.115, 0.987);(0.034, 0.000, 0.000);0.401;4.852;12.103;0.3999349;0
2077135;1001005301040572489;(-0.11, 1.30, -0.24);(-0.00895, 0.04033, 0.06131, 0.99726);VALID;-0.02929294;0.03552534;0.9989394;-0.2220389;0.902113;-9.427498;-0.2396147;0.9234282;-8.828135;65.500;VALID;(-0.023, 0.029, 0.999);(-0.034, 0.000, 0.000);0.398;5.042;5.042;VALID;(-0.114, 0.115, 0.987);(0.034, 0.000, 0.000);0.401;4.854;12.103;0.3898353;0
2077137;1001005301050578130;(-0.11, 1.30, -0.24);(-0.00895, 0.04031, 0.06117, 0.99727);VALID;-0.02882482;0.03426822;0.9989969;-0.2220389;0.902113;-9.427498;-0.2393338;0.9226739;-8.828099;65.500;VALID;(-0.023, 0.028, 0.999);(-0.034, 0.000, 0.000);0.399;5.063;5.063;VALID;(-0.114, 0.115, 0.987);(0.034, 0.000, 0.000);0.401;4.858;12.103;0.3804166;0
2077139;1001005301060583676;(-0.11, 1.30, -0.24);(-0.00885, 0.04031, 0.06102, 0.99728);VALID;-0.02875511;0.0356667;0.9989499;-0.2220389;0.902113;-9.427498;-0.239292;0.923513;-8.828128;65.500;VALID;(-0.022, 0.029, 0.999);(-0.034, 0.000, 0.000);0.405;5.138;5.138;VALID;(-0.114, 0.116, 0.987);(0.034, 0.000, 0.000);0.402;4.871;12.103;0.3838404;0
2077141;1001005301070589186;(-0.11, 1.30, -0.24);(-0.00908, 0.04047, 0.06092, 0.99728);VALID;-0.02892584;0.03575898;0.9989417;-0.2220389;0.902113;-9.427498;-0.2393944;0.9235684;-8.828133;65.500;VALID;(-0.022, 0.029, 0.999);(-0.034, 0.000, 0.000);0.408;5.168;5.168;VALID;(-0.113, 0.116, 0.987);(0.034, 0.000, 0.000);0.404;4.885;12.103;0.3809856;0
2077144;1001005301085587680;(-0.11, 1.30, -0.24);(-0.00916, 0.04054, 0.06085, 0.99728);VALID;-0.02895283;0.03600354;0.9989322;-0.2220389;0.902113;-9.427498;-0.2394106;0.9237151;-8.828138;65.500;VALID;(-0.022, 0.029, 0.999);(-0.034, 0.000, 0.000);0.411;5.212;5.212;VALID;(-0.113, 0.117, 0.987);(0.034, 0.000, 0.000);0.405;4.900;12.103;0.3799408;0
2077146;1001005301095587356;(-0.11, 1.30, -0.24);(-0.00908, 0.04054, 0.06079, 0.99729);VALID;-0.02855529;0.03662985;0.9989209;-0.2220389;0.902113;-9.427498;-0.2391721;0.9240909;-8.828145;65.500;VALID;(-0.021, 0.029, 0.999);(-0.034, 0.000, 0.000);0.413;5.232;5.232;VALID;(-0.112, 0.116, 0.987);(0.034, 0.000, 0.000);0.405;4.906;12.103;0.3861411;0
2077148;1001005301105587516;(-0.11, 1.30, -0.24);(-0.00905, 0.04061, 0.06073, 0.99729);VALID;-0.02871506;0.03811624;0.9988607;-0.2220389;0.902113;-9.427498;-0.239268;0.9249827;-8.828181;65.500;VALID;(-0.021, 0.030, 0.999);(-0.034, 0.000, 0.000);0.414;5.243;5.243;VALID;(-0.113, 0.116, 0.987);(0.034, 0.000, 0.000);0.406;4.911;12.103;0.3904161;0
2077150;1001005301115591217;(-0.11, 1.30, -0.24);(-0.00932, 0.04073, 0.06066, 0.99728);VALID;-0.0287417;0.03984593;0.9987924;-0.2220389;0.902113;-9.427498;-0.2392839;0.9260205;-8.828222;65.500;VALID;(-0.021, 0.032, 0.999);(-0.034, 0.000, 0.000);0.414;5.252;5.252;VALID;(-0.113, 0.116, 0.987);(0.034, 0.000, 0.000);0.406;4.919;12.103;0.3960018;0
2077152;1001005301125598097;(-0.11, 1.30, -0.24);(-0.00942, 0.04074, 0.06074, 0.99728);VALID;-0.02897635;0.04009386;0.9987757;-0.2220389;0.902113;-9.427498;-0.2394247;0.9261693;-8.828233;65.500;VALID;(-0.022, 0.032, 0.999);(-0.034, 0.000, 0.000);0.414;5.253;5.253;VALID;(-0.113, 0.116, 0.987);(0.034, 0.000, 0.000);0.407;4.926;12.103;0.3976441;0
2077156;1001005301145610091;(-0.11, 1.30, -0.24);(-0.00930, 0.04068, 0.06081, 0.99728);VALID;-0.02852141;0.04393904;0.998627;-0.2220389;0.902113;-9.427498;-0.2391518;0.9284764;-8.828321;65.500;VALID;(-0.021, 0.036, 0.999);(-0.034, 0.000, 0.000);0.416;5.277;5.277;VALID;(-0.113, 0.116, 0.987);(0.034, 0.000, 0.000);0.409;4.947;12.103;0.4130312;0
2077157;1001005301150612836;(-0.11, 1.30, -0.24);(-0.00947, 0.04074, 0.06090, 0.99727);VALID;-0.02854218;0.04402551;0.9986226;-0.2220389;0.902113;-9.427498;-0.2391642;0.9285282;-8.828324;65.500;VALID;(-0.021, 0.036, 0.999);(-0.034, 0.000, 0.000);0.416;5.277;5.277;VALID;(-0.113, 0.116, 0.987);(0.034, 0.000, 0.000);0.409;4.948;12.103;0.4135175;0
2077159;1001005301160618289;(-0.11, 1.30, -0.24);(-0.00964, 0.04076, 0.06095, 0.99726);VALID;-0.02892602;0.04321639;0.9986469;-0.2220389;0.902113;-9.427498;-0.2393945;0.9280428;-8.82831;65.500;VALID;(-0.021, 0.035, 0.999);(-0.034, 0.000, 0.000);0.416;5.277;5.277;VALID;(-0.113, 0.117, 0.987);(0.034, 0.000, 0.000);0.409;4.951;12.103;0.4067775;0
2077161;1001005301170620269;(-0.11, 1.30, -0.24);(-0.00964, 0.04064, 0.06104, 0.99726);VALID;-0.02907771;0.04380314;0.9986169;-0.2220389;0.902113;-9.427498;-0.2394855;0.9283949;-8.828327;65.500;VALID;(-0.021, 0.036, 0.999);(-0.034, 0.000, 0.000);0.417;5.285;5.285;VALID;(-0.113, 0.117, 0.987);(0.034, 0.000, 0.000);0.410;4.958;12.103;0.4090537;0
2077164;1001005301185618898;(-0.11, 1.30, -0.24);(-0.00962, 0.04064, 0.06109, 0.99726);VALID;-0.02951701;0.04326106;0.9986277;-0.2220389;0.902113;-9.427498;-0.2397491;0.9280696;-8.828321;65.500;VALID;(-0.022, 0.035, 0.999);(-0.034, 0.000, 0.000);0.418;5.295;5.295;VALID;(-0.113, 0.117, 0.987);(0.034, 0.000, 0.000);0.412;4.982;12.103;0.4067527;0
2077166;1001005301195618664;(-0.11, 1.30, -0.24);(-0.00977, 0.04062, 0.06104, 0.99726);VALID;-0.02965397;0.04380633;0.9985998;-0.2220389;0.902113;-9.427498;-0.2398313;0.9283968;-8.828338;65.500;VALID;(-0.022, 0.036, 0.999);(-0.034, 0.000, 0.000);0.418;5.300;5.300;VALID;(-0.114, 0.117, 0.987);(0.034, 0.000, 0.000);0.412;4.992;12.103;0.4090664;0
2077168;1001005301205618836;(-0.11, 1.30, -0.24);(-0.00987, 0.04053, 0.06114, 0.99726);VALID;-0.02979548;0.04382163;0.9985949;-0.2220389;0.902113;-9.427498;-0.2399162;0.9284059;-8.828341;65.500;VALID;(-0.022, 0.036, 0.999);(-0.034, 0.000, 0.000);0.418;5.299;5.299;VALID;(-0.114, 0.117, 0.987);(0.034, 0.000, 0.000);0.413;4.997;12.103;0.4100524;0
2077170;1001005301215625916;(-0.11, 1.30, -0.24);(-0.00976, 0.04040, 0.06108, 0.99727);VALID;-0.02986902;0.04420865;0.9985757;-0.2220389;0.902113;-9.427498;-0.2399603;0.9286382;-8.828352;65.500;VALID;(-0.022, 0.036, 0.999);(-0.034, 0.000, 0.000);0.418;5.299;5.299;VALID;(-0.114, 0.117, 0.987);(0.034, 0.000, 0.000);0.413;5.002;12.103;0.4114894;0
2077173;1001005301230635803;(-0.11, 1.30, -0.24);(-0.00976, 0.04039, 0.06106, 0.99727);VALID;-0.03003227;0.04359883;0.9985976;-0.2220389;0.902113;-9.427498;-0.2400583;0.9282722;-8.82834;65.500;VALID;(-0.022, 0.036, 0.999);(-0.034, 0.000, 0.000);0.418;5.302;5.302;VALID;(-0.114, 0.116, 0.987);(0.034, 0.000, 0.000);0.414;5.012;12.103;0.4102093;0
2077175;1001005301240641666;(-0.11, 1.30, -0.24);(-0.00991, 0.04037, 0.06107, 0.99727);VALID;-0.02999933;0.04327247;0.9986128;-0.2220389;0.902113;-9.427498;-0.2400385;0.9280764;-8.82833;65.500;VALID;(-0.022, 0.035, 0.999);(-0.034, 0.000, 0.000);0.422;5.348;5.348;VALID;(-0.114, 0.116, 0.987);(0.034, 0.000, 0.000);0.415;5.019;12.103;0.4133649;0
2077177;1001005301250647056;(-0.11, 1.30, -0.24);(-0.00987, 0.04035, 0.06104, 0.99727);VALID;-0.03030972;0.04350616;0.9985933;-0.2220389;0.902113;-9.427498;-0.2402248;0.9282166;-8.828341;65.500;VALID;(-0.023, 0.036, 0.999);(-0.034, 0.000, 0.000);0.423;5.359;5.359;VALID;(-0.114, 0.116, 0.987);(0.034, 0.000, 0.000);0.416;5.029;12.103;0.4148267;0
2077179;1001005301260652382;(-0.11, 1.30, -0.24);(-0.00967, 0.04020, 0.06112, 0.99727);VALID;-0.03034911;0.04376763;0.9985806;-0.2220389;0.902113;-9.427498;-0.2402484;0.9283735;-8.828349;65.500;VALID;(-0.023, 0.036, 0.999);(-0.034, 0.000, 0.000);0.423;5.360;5.360;VALID;(-0.114, 0.116, 0.987);(0.034, 0.000, 0.000);0.416;5.033;12.103;0.4164345;0
2077181;1001005301270654289;(-0.11, 1.30, -0.24);(-0.00984, 0.04021, 0.06114, 0.99727);VALID;-0.03041816;0.04381718;0.9985764;-0.2220389;0.902113;-9.427498;-0.2402898;0.9284033;-8.828352;65.500;VALID;(-0.023, 0.036, 0.999);(-0.034, 0.000, 0.000);0.422;5.351;5.351;VALID;(-0.114, 0.116, 0.987);(0.034, 0.000, 0.000);0.416;5.031;12.103;0.4171104;0
2077184;1001005301285652895;(-0.11, 1.30, -0.24);(-0.00981, 0.04014, 0.06121, 0.99727);VALID;-0.03069531;0.04294353;0.9986058;-0.2220389;0.902113;-9.427498;-0.2404561;0.9278791;-8.828335;65.500;VALID;(-0.023, 0.035, 0.999);(-0.034, 0.000, 0.000);0.422;5.345;5.345;VALID;(-0.115, 0.115, 0.987);(0.034, 0.000, 0.000);0.415;5.024;12.103;0.4123484;0
2077186;1001005301295652654;(-0.11, 1.30, -0.24);(-0.00970, 0.04008, 0.06128, 0.99727);VALID;-0.03080913;0.04210697;0.998638;-0.2220389;0.902113;-9.427498;-0.2405244;0.9273772;-8.828315;65.500;VALID;(-0.023, 0.034, 0.999);(-0.034, 0.000, 0.000);0.421;5.343;5.343;VALID;(-0.115, 0.115, 0.987);(0.034, 0.000, 0.000);0.416;5.037;12.103;0.4084375;0
2077188;1001005301305656116;(-0.11, 1.30, -0.24);(-0.00974, 0.04002, 0.06131, 0.99727);VALID;-0.03091503;0.0416338;0.9986545;-0.2220389;0.902113;-9.427498;-0.2405879;0.9270933;-8.828305;65.500;VALID;(-0.023, 0.034, 0.999);(-0.034, 0.000, 0.000);0.421;5.342;5.342;VALID;(-0.115, 0.115, 0.987);(0.034, 0.000, 0.000);0.417;5.042;12.103;0.4067837;0
2077190;1001005301315663004;(-0.11, 1.30, -0.24);(-0.00995, 0.04003, 0.06133, 0.99726);VALID;-0.03110503;0.04071602;0.9986865;-0.2220389;0.902113;-9.427498;-0.2407019;0.9265426;-8.828286;65.500;VALID;(-0.023, 0.033, 0.999);(-0.034, 0.000, 0.000);0.421;5.344;5.344;VALID;(-0.115, 0.115, 0.987);(0.034, 0.000, 0.000);0.417;5.050;12.103;0.4017894;0
2077193;1001005301330672652;(-0.11, 1.30, -0.24);(-0.00995, 0.04006, 0.06136, 0.99726);VALID;-0.03134568;0.04002086;0.9987071;-0.2220389;0.902113;-9.427498;-0.2408463;0.9261255;-8.828274;65.500;VALID;(-0.023, 0.032, 0.999);(-0.034, 0.000, 0.000);0.422;5.346;5.346;VALID;(-0.115, 0.115, 0.987);(0.034, 0.000, 0.000);0.418;5.060;12.103;0.3967097;0
2077195;1001005301340678426;(-0.11, 1.30, -0.24);(-0.00995, 0.03995, 0.06135, 0.99727);VALID;-0.03160359;0.0388993;0.9987432;-0.2220389;0.902113;-9.427498;-0.2410011;0.9254525;-8.828252;65.500;VALID;(-0.023, 0.030, 0.999);(-0.034, 0.000, 0.000);0.423;5.364;5.364;VALID;(-0.115, 0.115, 0.987);(0.034, 0.000, 0.000);0.418;5.060;12.103;0.3913588;0
2077197;1001005301350683754;(-0.11, 1.30, -0.24);(-0.01009, 0.03999, 0.06131, 0.99727);VALID;-0.0322844;0.03853269;0.9987357;-0.2220389;0.902113;-9.427498;-0.2414096;0.9252326;-8.828257;65.500;VALID;(-0.023, 0.029, 0.999);(-0.034, 0.000, 0.000);0.424;5.376;5.376;VALID;(-0.115, 0.114, 0.987);(0.034, 0.000, 0.000);0.418;5.056;12.103;0.3882645;0
2077199;1001005301360689044;(-0.11, 1.30, -0.24);(-0.01036, 0.03999, 0.06128, 0.99727);VALID;-0.03226987;0.03748685;0.998776;-0.2220389;0.902113;-9.427498;-0.2414009;0.9246051;-8.828232;65.500;VALID;(-0.023, 0.028, 0.999);(-0.034, 0.000, 0.000);0.424;5.379;5.379;VALID;(-0.116, 0.114, 0.987);(0.034, 0.000, 0.000);0.418;5.056;12.103;0.3852739;0
2077201;1001005301370687578;(-0.11, 1.30, -0.24);(-0.01029, 0.03992, 0.06125, 0.99727);VALID;-0.03263986;0.03721734;0.998774;-0.2220389;0.902113;-9.427498;-0.2416228;0.9244434;-8.828234;65.500;VALID;(-0.023, 0.027, 0.999);(-0.034, 0.000, 0.000);0.425;5.382;5.382;VALID;(-0.116, 0.114, 0.987);(0.034, 0.000, 0.000);0.419;5.066;12.103;0.3817932;0
2077204;1001005301385686420;(-0.11, 1.30, -0.24);(-0.01035, 0.03981, 0.06140, 0.99727);VALID;-0.03255231;0.03660618;0.9987994;-0.2220389;0.902113;-9.427498;-0.2415703;0.9240767;-8.828218;65.500;VALID;(-0.023, 0.026, 0.999);(-0.034, 0.000, 0.000);0.426;5.406;5.406;VALID;(-0.116, 0.114, 0.987);(0.034, 0.000, 0.000);0.419;5.066;12.103;0.3820963;0
2077206;1001005301395686328;(-0.11, 1.30, -0.24);(-0.01056, 0.03981, 0.06138, 0.99726);VALID;-0.03268308;0.03567583;0.9988288;-0.2220389;0.902113;-9.427498;-0.2416488;0.9235185;-8.8282;65.500;VALID;(-0.023, 0.025, 0.999);(-0.034, 0.000, 0.000);0.426;5.396;5.396;VALID;(-0.116, 0.113, 0.987);(0.034, 0.000, 0.000);0.419;5.067;12.103;0.3786546;0
2077208;1001005301405689829;(-0.11, 1.30, -0.24);(-0.01055, 0.03971, 0.06133, 0.99727);VALID;-0.03286141;0.03498535;0.9988474;-0.2220389;0.902113;-9.427498;-0.2417558;0.9231042;-8.82819;65.500;VALID;(-0.023, 0.024, 0.999);(-0.034, 0.000, 0.000);0.425;5.389;5.389;VALID;(-0.115, 0.113, 0.987);(0.034, 0.000, 0.000);0.419;5.068;12.103;0.3750439;0
2077210;1001005301415696757;(-0.11, 1.30, -0.24);(-0.01051, 0.03968, 0.06121, 0.99728);VALID;-0.03308776;0.03460276;0.9988533;-0.2220389;0.902113;-9.427498;-0.2418916;0.9228746;-8.828186;65.500;VALID;(-0.023, 0.023, 0.999);(-0.034, 0.000, 0.000);0.425;5.389;5.389;VALID;(-0.115, 0.113, 0.987);(0.034, 0.000, 0.000);0.420;5.086;12.103;0.3703666;0
2077213;1001005301430706407;(-0.11, 1.30, -0.24);(-0.01066, 0.03963, 0.06096, 0.99730);VALID;-0.03366861;0.03240938;0.9989074;-0.2220389;0.902113;-9.427498;-0.2422401;0.9215586;-8.828154;65.500;VALID;(-0.023, 0.021, 0.999);(-0.034, 0.000, 0.000);0.426;5.396;5.396;VALID;(-0.115, 0.114, 0.987);(0.034, 0.000, 0.000);0.420;5.087;12.103;0.3623157;0
2077215;1001005301440712109;(-0.11, 1.30, -0.24);(-0.01099, 0.03962, 0.06094, 0.99729);VALID;-0.03345647;0.03186453;0.9989321;-0.2220389;0.902113;-9.427498;-0.2421128;0.9212317;-8.828138;65.500;VALID;(-0.023, 0.021, 1.000);(-0.034, 0.000, 0.000);0.426;5.398;5.398;VALID;(-0.115, 0.114, 0.987);(0.034, 0.000, 0.000);0.420;5.087;12.103;0.3603404;0
2077217;1001005301450717371;(-0.11, 1.30, -0.24);(-0.01096, 0.03954, 0.06089, 0.99730);VALID;-0.03364049;0.03032649;0.9989738;-0.2220389;0.902113;-9.427498;-0.2422232;0.9203088;-8.828114;65.500;VALID;(-0.023, 0.020, 1.000);(-0.034, 0.000, 0.000);0.426;5.401;5.401;VALID;(-0.115, 0.114, 0.987);(0.034, 0.000, 0.000);0.420;5.087;12.103;0.3563069;0
2077219;1001005301460722544;(-0.11, 1.30, -0.24);(-0.01088, 0.03954, 0.06103, 0.99729);VALID;-0.03370482;0.02839169;0.9990285;-0.2220389;0.902113;-9.427498;-0.2422618;0.919148;-8.828081;65.500;VALID;(-0.024, 0.018, 1.000);(-0.034, 0.000, 0.000);0.426;5.405;5.405;VALID;(-0.115, 0.113, 0.987);(0.034, 0.000, 0.000);0.421;5.089;12.103;0.349927;0
2077221;1001005301470721072;(-0.11, 1.30, -0.24);(-0.01103, 0.03959, 0.06107, 0.99729);VALID;-0.03405759;0.02692145;0.9990572;-0.2220389;0.902113;-9.427498;-0.2424735;0.9182658;-8.828064;65.500;VALID;(-0.024, 0.016, 1.000);(-0.034, 0.000, 0.000);0.426;5.406;5.406;VALID;(-0.115, 0.113, 0.987);(0.034, 0.000, 0.000);0.421;5.090;12.103;0.3433333;0
2077224;1001005301485719898;(-0.11, 1.30, -0.24);(-0.01113, 0.03948, 0.06114, 0.99729);VALID;-0.03363321;0.02789418;0.9990449;-0.2220389;0.902113;-9.427498;-0.2422189;0.9188495;-8.828071;65.500;VALID;(-0.023, 0.017, 1.000);(-0.034, 0.000, 0.000);0.427;5.410;5.410;VALID;(-0.114, 0.114, 0.987);(0.034, 0.000, 0.000);0.421;5.095;12.103;0.3474064;0
2077226;1001005301495719717;(-0.11, 1.30, -0.24);(-0.01109, 0.03942, 0.06104, 0.99730);VALID;-0.03339871;0.02730671;0.999069;-0.2220389;0.902113;-9.427498;-0.2420782;0.918497;-8.828056;65.500;VALID;(-0.023, 0.017, 1.000);(-0.034, 0.000, 0.000);0.427;5.412;5.412;VALID;(-0.114, 0.113, 0.987);(0.034, 0.000, 0.000);0.421;5.098;12.103;0.3473984;0
2077228;1001005301505726499;(-0.11, 1.30, -0.24);(-0.01116, 0.03936, 0.06098, 0.99730);VALID;-0.03381072;0.02611448;0.999087;-0.2220389;0.902113;-9.427498;-0.2423254;0.9177817;-8.828046;65.500;VALID;(-0.024, 0.016, 1.000);(-0.034, 0.000, 0.000);0.427;5.415;5.415;VALID;(-0.114, 0.113, 0.987);(0.034, 0.000, 0.000);0.421;5.100;12.103;0.3438549;0
2077230;1001005301515733236;(-0.11, 1.30, -0.24);(-0.01141, 0.03933, 0.06093, 0.99730);VALID;-0.03363091;0.02531744;0.9991136;-0.2220389;0.902113;-9.427498;-0.2422175;0.9173034;-8.82803;65.500;VALID;(-0.024, 0.016, 1.000);(-0.034, 0.000, 0.000);0.427;5.416;5.416;VALID;(-0.113, 0.112, 0.987);(0.034, 0.000, 0.000);0.422;5.102;12.103;0.3481236;0
2077233;1001005301530742613;(-0.11, 1.30, -0.24);(-0.01153, 0.03932, 0.06082, 0.99731);VALID;-0.03251757;0.02675085;0.9991131;-0.2220389;0.902113;-9.427498;-0.2415495;0.9181635;-8.82803;65.500;VALID;(-0.024, 0.018, 1.000);(-0.034, 0.000, 0.000);0.429;5.443;5.443;VALID;(-0.112, 0.111, 0.988);(0.034, 0.000, 0.000);0.424;5.126;12.103;0.3601347;0
2077235;1001005301540748136;(-0.11, 1.30, -0.24);(-0.01154, 0.03905, 0.06072, 0.99732);VALID;-0.03112943;0.02721579;0.9991448;-0.2220389;0.902113;-9.427498;-0.2407166;0.9184424;-8.828011;65.500;VALID;(-0.023, 0.019, 1.000);(-0.034, 0.000, 0.000);0.430;5.457;5.457;VALID;(-0.105, 0.109, 0.988);(0.034, 0.000, 0.000);0.427;5.172;12.103;0.3678984;0
2077237;1001005301550753213;(-0.11, 1.30, -0.24);(-0.01172, 0.03905, 0.06076, 0.99732);VALID;-0.03073467;0.03440344;0.9989353;-0.2220389;0.902113;-9.427498;-0.2404797;0.922755;-8.828136;65.500;VALID;(-0.023, 0.028, 0.999);(-0.034, 0.000, 0.000);0.444;5.629;5.629;VALID;(-0.094, 0.110, 0.989);(0.034, 0.000, 0.000);0.433;5.242;12.103;0.4059879;0
2077239;1001005301560754846;(-0.11, 1.30, -0.24);(-0.01197, 0.03879, 0.06081, 0.99732);VALID;-0.03030357;0.03263466;0.9990078;-0.2220389;0.902113;-9.427498;-0.2402211;0.9216937;-8.828094;65.500;VALID;(-0.023, 0.026, 0.999);(-0.034, 0.000, 0.000);0.403;5.106;5.106;VALID;(-0.083, 0.104, 0.991);(0.034, 0.000, 0.000);0.401;4.858;12.103;0.4128096;0
2077242;1001005301575753001;(-0.11, 1.30, -0.24);(-0.01194, 0.03841, 0.06090, 0.99733);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2077244;1001005301585752451;(-0.11, 1.30, -0.24);(-0.01207, 0.03802, 0.06106, 0.99734);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2077246;1001005301595755713;(-0.11, 1.30, -0.24);(-0.01230, 0.03757, 0.06108, 0.99735);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2077248;1001005301605762403;(-0.11, 1.30, -0.24);(-0.01256, 0.03694, 0.06122, 0.99736);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2077250;1001005301615769048;(-0.11, 1.30, -0.24);(-0.01258, 0.03630, 0.06126, 0.99738);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2077253;1001005301630778278;(-0.11, 1.30, -0.24);(-0.01277, 0.03563, 0.06134, 0.99740);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2077255;1001005301640783700;(-0.11, 1.30, -0.24);(-0.01323, 0.03474, 0.06137, 0.99742);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2077257;1001005301650788679;(-0.11, 1.30, -0.24);(-0.01373, 0.03378, 0.06136, 0.99745);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2077259;1001005301660790297;(-0.11, 1.30, -0.24);(-0.01405, 0.03261, 0.06146, 0.99748);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2077261;1001005301670788995;(-0.11, 1.30, -0.24);(-0.01488, 0.03150, 0.06158, 0.99749);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2077264;1001005301685788074;(-0.11, 1.30, -0.24);(-0.01535, 0.03027, 0.06180, 0.99751);VALID;0.03506098;0.1918796;0.980792;-0.2220389;0.902113;-9.427498;-0.2010023;1.017241;-8.839023;65.500;INVALID;;;;;;VALID;(-0.023, 0.266, 0.964);(0.034, 0.000, 0.000);0.417;5.051;12.103;2;0
2077266;1001005301695794698;(-0.11, 1.30, -0.24);(-0.01592, 0.02887, 0.06179, 0.99754);VALID;0.02625763;0.2357922;0.9714487;-0.2220389;0.902113;-9.427498;-0.2062843;1.043588;-8.844628;65.500;INVALID;;;;;;VALID;(-0.056, 0.154, 0.986);(0.034, 0.000, 0.000);0.420;5.083;12.103;2;0
2077268;1001005301705801280;(-0.11, 1.30, -0.24);(-0.01645, 0.02754, 0.06172, 0.99758);VALID;0.02553935;0.226581;0.9736574;-0.2220389;0.902113;-9.427498;-0.2067153;1.038062;-8.843304;65.500;VALID;(0.040, 0.211, 0.977);(-0.034, 0.000, 0.000);0.436;5.532;5.532;VALID;(-0.037, 0.215, 0.976);(0.034, 0.000, 0.000);0.422;5.103;12.103;0.8788951;0
2077270;1001005301715807819;(-0.11, 1.30, -0.24);(-0.01745, 0.02625, 0.06151, 0.99761);VALID;0.02339485;0.2332552;0.9721341;-0.2220389;0.902113;-9.427498;-0.208002;1.042066;-8.844217;65.500;VALID;(0.053, 0.172, 0.984);(-0.034, 0.000, 0.000);0.441;5.586;5.586;VALID;(-0.035, 0.258, 0.966);(0.034, 0.000, 0.000);0.435;5.261;12.103;0.3854004;0
2077273;1001005301730816915;(-0.11, 1.30, -0.24);(-0.01817, 0.02482, 0.06142, 0.99764);VALID;0.01687699;0.2541244;0.9670243;-0.2220389;0.902113;-9.427498;-0.2119127;1.054588;-8.847283;65.500;VALID;(0.043, 0.221, 0.974);(-0.034, 0.000, 0.000);0.447;5.670;5.670;VALID;(-0.041, 0.292, 0.956);(0.034, 0.000, 0.000);0.438;5.306;12.103;0.4580592;0
2077275;1001005301740822312;(-0.11, 1.30, -0.24);(-0.01882, 0.02356, 0.06137, 0.99766);VALID;0.01250872;0.2685682;0.9631795;-0.2220389;0.902113;-9.427498;-0.2145337;1.063254;-8.84959;65.500;VALID;(0.041, 0.243, 0.969);(-0.034, 0.000, 0.000);0.451;5.721;5.721;VALID;(-0.044, 0.302, 0.952);(0.034, 0.000, 0.000);0.439;5.313;12.103;0.5197639;0
